Ticker,Nome,Tipo,Setor,Preço,Target Price,Upside,Score,Rating,ROE,ROIC,Margem EBITDA,Dív. Líq./EBITDA,P/L,EV/EBITDA,Div. Yield,Cresc. Receita,Vol. Médio,Ret. 3m,Ret. 6m,Score Macro,Score Qualidade,Score Valuation,Score Momentum,Score Governança,Método Val.,NIM,Cost/Income,CET1 Proxy,NPL Proxy,P/BV,Cresc. Carteira,PDD/Lucro,Fonte CET1,Fonte NPL,Dados Ref.,Dados Fonte,P/VP,Spread CDI,Consist. Div.,Tipo FII
SSFO34,SALESFOR INCDRN ED,BDR,BDR Tech (EUA),36.15,34.34,-0.0501,36.8,Viés Ruim,0.16908,0.08530417010914466,0.3021794099939795,0.7849059611093402,17.720589,53.404,0.007746,0.09820006113830493,31921.9,-0.2292414851225767,-0.3942821137019288,48.5,67.0,6.8,5,60.0,Mult(100%),,,,,,,,,,,,,,,
KNCR11,FII KINEA RICI,FII,Fundos Imobiliários,107.06,100.87,-0.0578,36.8,Viés Ruim,,,,,,,0.123295,,230076.6,0.05046779932235901,0.08974712320190648,45.8,33.0,10.0,62,60.0,FII-DY,,,,,,,,,,,,1.0614,-0.68,0.9,papel
ULEV34,UNILEVER    DRN,BDR,BDR Tech (EUA),299.98,284.98,-0.05,36.6,Viés Ruim,0.30955,0.17056652886234877,0.22066015880244738,2.12275664034458,19.491879,62.598,0.036236,-0.05620149429302945,140.3,-0.11393943731621425,0.12360604367134487,48.5,47.0,6.8,37,60.0,Mult(100%),,,,,,,,,,,,,,,
UGPA3,ULTRAPAR    ON      NM,Ação,Petróleo & Gás,25.1,20.45,-0.1854,36.5,Viés Ruim,0.19181,0.09331464730507691,0.05482610957371921,2.3903153492481266,8.807018,5.798,0.069721,-0.002944740710881466,6542010.0,-0.03238242618711673,0.12069387213544358,44.7,32.0,0.0,67,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
USIM5,USIMINAS    PNA     N1,Ação,Mineração & Siderurgia,9.17,7.04,-0.2323,36.4,Viés Ruim,-0.09325,0.01773645457037191,0.026858352577441274,2.7262660672844783,10.327274,8.415,,-0.06827541535890946,17565915.0,0.4129430507998375,0.5648463937481931,44.8,22.0,0.0,100,50.0,Mult(100%),,,,,,,,,,,,,,,
VBBR3,VIBRA       ON      NM,Ação,Petróleo & Gás,28.8,19.2,-0.3335,36.2,Viés Ruim,0.13962,0.08941606929510154,0.03293422665595807,3.139579656666132,11.206225,7.039,0.054167,0.014146632171119222,9368065.0,-0.024287903388083176,0.12419820948683835,44.7,31.0,0.0,67,100.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
EXXO34,EXXON MOBIL DRN,BDR,BDR Energia (EUA),90.2,85.69,-0.05,36.1,Viés Ruim,0.09873,0.08097038314300896,0.20951822293573732,0.25414063420959565,23.428572,27.52,0.020621,-0.06688991546295975,14952.4,-0.1153447988552686,0.1741712582489825,47.1,47.0,6.8,37,60.0,Mult(100%),,,,,,,,,,,,,,,
AALL34,AMERICAN AIRDRN,BDR,BDR Tech (EUA),82.97,78.82,-0.05,36.0,Viés Ruim,,0.03332484551128777,0.07473505024435781,8.799902032819006,51.53416,20.004,,0.03714312343491266,2575.75,0.5195971344216912,0.09560276697263159,48.5,20.0,13.6,67,60.0,Mult(100%),,,,,,,,,,,,,,,
BTLG11,FII BTLG    CI  ER,FII,Fundos Imobiliários,102.74,103.43,0.0067,35.9,Viés Ruim,,,,,,,0.094608,,113805.45,0.012705503720392475,0.048990428455050195,45.8,39.7,10.0,45,60.0,FII-DY,,,,,,,,,,,,0.9933,-4.98,0.9857,logistica
HYPE3,HYPERA      ON      NM,Ação,Saúde,20.22,12.52,-0.3808,35.2,Viés Ruim,0.12954001,0.056748585889032886,0.2936640985500101,3.4020449666204624,7.7175574,7.702,0.051929,0.006704433804989085,2418035.0,-0.06445218475782288,-0.2489037083504645,47.4,46.0,0.0,30,100.0,Mult(100%),,,,,,,,,,,,,,,
ROMI3,ROMI        ON  EJ  NM,Ação,Bens Industriais,6.21,11.02,0.7746,35.1,Viés Ruim,0.06368,0.039570265273100265,0.14926449749455797,1.1854154147582954,7.3928576,8.482,0.096618,-0.059012750098261346,173065.0,-0.19508459041034676,-0.21006748746983617,46.2,33.0,26.0,10,100.0,Mult(100%),,,,,,,,,,,,,,,
CHVX34,CHEVRON     DRN,BDR,BDR Energia (EUA),93.08,88.43,-0.05,34.9,Viés Ruim,0.06638,0.04981481565307923,0.2245651513837078,0.8321462201511457,31.2349,49.764,0.039643,-0.07852874895364959,11066.05,-0.09722851809608035,0.17716492355585722,47.1,42.0,6.8,37,60.0,Mult(100%),,,,,,,,,,,,,,,
BRAP4,BRADESPAR   PN      N1,Ação,outros,22.68,7.25,-0.6803,34.8,Viés Ruim,0.094849996,,0.0,,12.128343,,0.15388,-0.4449404605370416,1968630.0,0.010244968125614262,0.17835544878995324,50.0,22.0,0.0,62,100.0,DCF(100%),,,,,,,,,,,,,,,
TMOS34,THERMFISCHERDRN ED,BDR,BDR Tech (EUA),49.21,46.75,-0.05,34.8,Viés Ruim,0.13523,0.06453580901856763,0.25825347307942637,2.566524724080994,25.107141,80.636,0.002845,-0.0026639607700198464,2167.15,-0.037508292096374074,-0.2204344803226287,48.5,47.0,6.8,25,60.0,Mult(100%),,,,,,,,,,,,,,,
JBSS32,JBS N.V.    DR2,BDR,BDR Tech (EUA),59.52,50.29,-0.155,34.7,Viés Ruim,0.22102,0.10517158853304953,0.07665878873225251,2.7687815916237497,7.085715,14.508,0.082493,0.05877232402278598,1673331.8,-0.19163003925276134,-0.19416924313896755,48.5,47.0,4.8,28,60.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
BABA34,ALIBABAGR   DRN ED,BDR,BDR Tech (EUA),19.73,16.37,-0.1704,34.5,Viés Ruim,0.092159994,0.03251557703137204,0.18199028983949905,0.8061922296535657,16.441666,0.693,0.008616,0.05624715260175872,190460.45,-0.2204428392056842,-0.33404665689773905,48.5,57.0,4.8,10,60.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
CMCS34,COMCAST     DRN,BDR,BDR Tech (EUA),23.01,21.24,-0.0768,34.5,Viés Ruim,0.20918,0.07320386994993533,0.37496665508014904,1.9285129133790369,4.3497167,14.034,0.039548,0.006220134237919117,1395.3,-0.26880416524383743,-1.1688741351964342,48.5,58.0,6.8,5,60.0,DCF(43%) + Mult(56%),,,,,,,,,,,,,,,
PFIZ34,PFIZER      DRN,BDR,BDR Saúde (EUA),32.72,31.08,-0.0501,34.5,Viés Ruim,0.083100006,0.07695247664020897,0.2681890090925071,3.743013763927784,19.247059,31.339,0.046455,-0.14797605157261928,5227.0,-0.048129891145907155,-0.01563963583489314,49.4,36.0,6.8,40,60.0,Mult(100%),,,,,,,,,,,,,,,
XPBR31,XP INC      DR1 ED,BDR,BDR Tech (EUA),79.49,75.52,-0.0499,34.4,Viés Ruim,0.22944,-0.025391991991645848,0.8005915348236222,14.71671888441995,7.9889445,,0.02516,0.10277478218841907,635599.45,-0.19477876247769088,-0.2221793538443093,48.5,45.0,13.6,15,60.0,Mult(100%),,,,,,,,,,,,,,,
AXIA3,AXIA ENERGIAON  ATZ NM,Ação,outros,51.81,37.12,-0.2835,33.5,Viés Ruim,0.07862,0.04892748493683437,0.0875169715471009,16.841715105014337,11.775,15.231,0.07045,0.06604806530225593,10406150.0,-0.12052280584809738,-0.22265566110791168,50.0,30.0,0.0,40,100.0,Mult(100%),,,,,,,,,,,,,,,
CSNA3,SID NACIONALON  ATZ,Ação,Mineração & Siderurgia,5.26,2.03,-0.6141,33.2,Viés Ruim,-0.08274,0.06577270244539306,0.15310005507841812,5.773401094805796,-4.4846873,6.49,,0.0032640949315481116,18450130.0,-0.12769485143201786,-0.4337997577523508,44.8,35.0,0.0,40,100.0,Mult(100%),,,,,,,,,,,,,,,
NIKE34,NIKE        DRN,BDR,BDR Consumo (EUA),23.46,22.29,-0.0499,33.1,Viés Ruim,0.16016,0.14572195383789585,0.09738927638256062,0.7880266075388027,29.696201,90.719,0.034527,-0.002869856686446237,40530.45,-0.18062043250768478,-0.3225293889422184,48.9,52.0,6.8,5,60.0,Mult(100%),,,,,,,,,,,,,,,
BOEI34,BOEING      DRN,BDR,BDR Tech (EUA),1145.47,,,32.1,Viés Ruim,0.0169947,-0.0730008577380223,0.08225746956842493,5.912759885854056,86.9757,-286.106,,0.10333066303739025,95.0,0.007502620838814478,0.07053268290011672,48.5,30.0,0.0,47,60.0,N/A,,,,,,,,,,,,,,,
MOSC34,MOSAIC CO   DRN,BDR,BDR Tech (EUA),19.65,,,29.0,Viés Ruim,0.0059399996,0.041663760109551834,0.2077843417078756,1.9977239148664296,163.75,9.094,0.026463,-0.1426545439066701,6652.05,-0.18447035325034855,-0.05948416806199175,48.5,38.0,0.0,13,60.0,N/A,,,,,,,,,,,,,,,
SEQL3,SEQUOIA LOG ON      NM,Ação,outros,0.08,,,27.0,Viés Ruim,,-0.5622113265482999,0.14518457553024988,3.5358951721574274,-0.7272727,4.016,,-0.3099256397272978,2454855.0,-0.7241379292626442,-0.9772079776554922,50.0,16.0,0.0,20,100.0,N/A,,,,,,,,,,,,,,,
